label,age,annual_income,tenure_months,support_tickets_90d,avg_monthly_spend,days_since_last_login,num_products,discount_pct,region_East,region_North,region_South,region_West,plan_Basic,plan_Plus,plan_Premium,channel_Mobile,channel_Phone,channel_Web
0,0.3274,-0.8051,0.2124,-0.8377,2.0169,-0.3394,-1.4572,-0.6939,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,-0.7101,1.2914,0.4344,0.6097,-1.056,1.7321,-0.7124,-0.0397,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.3274,1.1375,0.2712,-0.114,-1.1187,-0.7342,0.777,0.4606,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1.5535,0.6248,-0.9498,-0.8377,1.0664,-0.5073,-1.4572,-0.009,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.0499,-1.1845,-0.5972,-0.114,-0.4372,-0.0874,-1.4572,-0.336,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1.5535,-0.3594,-0.4993,-0.8377,-0.1127,0.3678,0.0323,-0.9885,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-1.9362,1.267,0.9241,-0.114,0.4392,1.2415,-0.7124,1.7121,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.7989,0.1277,0.8457,2.0571,1.0462,1.3858,1.5217,2.2788,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.0444,2.4433,-0.8127,0.6097,-0.3854,0.4547,-1.4572,-1.0614,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,-0.3329,0.3953,-1.1326,1.3334,1.4869,-0.7327,0.0323,-0.3198,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.0444,0.1813,3.0526,-0.114,-2.2065,-0.9567,1.5217,2.5038,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-1.9362,-0.3517,0.2255,0.6097,0.7187,-0.5162,0.0323,-0.5449,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,-0.2385,0.119,-1.1848,-0.114,-0.8969,-0.8344,1.5217,0.412,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.3274,-0.1851,-0.7082,-0.8377,1.3375,0.2057,-0.7124,0.2047,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.4592,0.73,0.9894,-0.8377,0.0949,0.0555,0.0323,-0.0349,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,-0.6158,0.9943,2.8698,-0.114,-0.0102,-0.9375,-1.4572,1.6813,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-0.8988,-0.8587,2.4323,0.6097,0.621,0.7538,0.0323,-0.1531,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.6158,-1.4385,0.1732,-0.8377,0.8538,-0.7062,0.0323,-0.3312,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.8933,-1.9755,-0.2316,-0.114,0.6,-0.4381,1.5217,-0.1482,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.3274,0.5172,-1.002,-0.8377,-1.0889,0.0761,-0.7124,-0.4688,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.6158,-1.1962,-0.1467,-0.114,-0.5378,-0.4425,2.2664,0.8507,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.516,-2.2314,-0.9302,-0.114,-0.0529,-0.4233,-0.7124,-1.199,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0444,0.3902,-0.5907,-1.5614,-0.0904,-0.9154,-1.4572,-0.8007,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.9876,2.628,0.7609,0.6097,0.7086,-0.4882,0.777,-0.3587,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-0.8044,-0.0226,-0.447,0.6097,-2.0844,0.4061,-0.7124,0.4638,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.4272,0.8686,-0.5058,-0.8377,-0.0102,1.3829,0.777,-0.5708,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,-0.4272,0.0641,-0.2838,-1.5614,-0.3417,-0.469,1.5217,0.5674,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,-1.559,-0.1281,3.0526,0.6097,-0.8956,-0.4528,-1.4572,-0.4105,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.233,0.9543,-1.0543,0.6097,-0.7988,0.1807,-0.7124,2.418,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.233,-0.3316,0.0557,1.3334,-0.2655,1.7586,0.0323,0.1351,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.0499,0.2614,2.2169,-0.8377,-2.5744,-0.6826,-0.7124,1.7072,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,-0.3329,0.3191,-0.2838,1.3334,-0.7571,-0.4248,1.5217,0.4266,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-1.559,-0.7334,1.2963,-0.8377,-0.9335,0.5416,-0.7124,-1.0274,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,-0.5215,1.0319,-1.1587,0.6097,0.4897,-0.0786,1.5217,-1.1278,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.4272,-0.209,-0.4209,-1.5614,-0.8624,-0.8683,-1.4572,-0.4138,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-0.8988,-0.8266,-0.8714,-1.5614,-0.2659,-0.0344,-1.4572,0.6791,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.2385,0.5475,-0.2969,1.3334,1.5093,-0.7828,0.0323,-0.5757,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.3274,-0.9783,-0.2773,-0.8377,0.9557,-0.2966,1.5217,-1.3431,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1.9307,0.007,-0.1793,0.6097,0.8627,-0.2583,1.5217,1.8951,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.1387,-0.0327,0.7478,1.3334,-0.5538,1.0205,-0.7124,-1.178,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.233,1.1317,-1.4787,-1.5614,0.4998,-0.385,0.777,-0.1353,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.1442,0.4818,-0.7409,-1.5614,-0.2848,-0.6664,-0.7124,-0.302,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-1.9362,-0.0496,-0.0226,-0.8377,-0.247,-0.7283,-0.7124,-1.4435,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,-0.0499,0.8466,-1.3807,-0.114,0.3651,1.0057,-0.7124,0.5091,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0444,1.4553,0.4475,-0.114,-0.0102,-0.8005,0.0323,-0.7408,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,2.4966,0.5702,-0.7539,-0.8377,1.4596,-0.4484,0.777,-1.1682,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.2385,-0.0119,-0.4013,-0.114,-0.2103,-0.7813,0.777,2.5929,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.233,-1.4179,0.8131,-0.8377,0.576,0.4415,-1.4572,1.3413,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.0499,-1.1555,1.3811,-0.8377,1.4217,-0.3644,-1.4572,-0.2017,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-1.276,-0.3475,0.4866,-0.8377,0.9936,-0.5663,-1.4572,2.0327,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1.1762,-0.6711,-1.0673,1.3334,-1.4719,-0.5515,-0.7124,-1.2395,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.7046,-0.2218,0.4213,-0.8377,0.4009,0.851,0.0323,-0.4138,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.7989,0.0373,0.5128,-0.114,0.8109,-0.2068,0.777,-0.0818,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.9931,0.5403,0.2516,-0.8377,0.8521,0.2308,0.0323,0.8216,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1.3648,-0.0979,1.675,0.6097,-1.1735,1.1973,0.777,0.1497,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-1.4647,0.4944,-0.1532,-0.8377,-0.7125,1.2415,0.777,-0.5919,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.516,0.0456,1.6031,1.3334,0.9561,-0.5987,1.5217,-1.3366,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,2.2137,-2.1235,1.5901,-0.114,-0.8182,1.9368,0.0323,-0.2535,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,-1.0874,-1.0218,0.5454,-1.5614,-0.3514,-0.9567,-0.7124,-1.076,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-0.6158,-0.1762,0.0688,1.3334,1.5434,-0.5279,0.0323,-1.1715,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.0444,-1.3093,0.2581,-0.114,-0.0971,1.1855,0.0323,-0.0138,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.6158,0.615,2.1124,-0.8377,-0.7828,-0.6723,0.0323,-0.4364,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-1.6533,1.6048,1.0677,-0.8377,-0.9352,-0.6753,-0.7124,-0.7505,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.0444,1.273,-1.0151,-0.114,0.2877,-0.6355,-0.7124,1.5502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-1.1817,-0.2499,0.1863,-0.114,-1.3957,-0.0727,-1.4572,-0.0187,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.4217,1.5622,-0.9041,-0.8377,-0.2987,-0.3438,-1.4572,-1.2006,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.9931,0.1351,-0.7735,-0.114,0.2881,0.2617,0.0323,-0.6145,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,1.5535,-0.3814,-0.558,-0.8377,1.2638,1.1766,-0.7124,2.1913,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,-0.8988,-0.6752,-1.1979,-0.8377,0.6257,0.0938,2.2664,0.8362,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.4272,-0.3446,-0.9367,2.0571,-0.0102,-0.7607,-0.7124,2.9977,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.7989,-0.4357,1.7859,-0.8377,1.1418,1.6039,-0.7124,0.1853,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,-1.3703,0.1583,-0.7735,2.7808,-0.3514,-0.6856,-0.7124,0.3472,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.233,0.1478,0.7543,1.3334,-1.2972,-0.8241,0.0323,-0.5611,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,1.2705,-0.0197,-0.0618,-0.114,-0.2225,-0.8904,1.5217,0.4071,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-1.7476,0.4417,0.3691,-0.8377,1.4044,-0.1861,0.0323,-0.8914,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.1387,1.2431,0.4213,-0.8377,0.1184,-0.8639,-0.7124,-1.3706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.233,0.9867,-0.9628,0.6097,-0.0361,-0.8373,-0.7124,0.5998,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.7989,-1.6019,0.7478,-0.114,1.6052,-0.6384,-0.7124,1.432,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-1.3703,-2.2314,-1.1195,0.6097,-1.4947,-0.6635,-1.4572,-1.0241,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-1.4647,0.9705,-0.8061,-0.114,-1.3473,-0.0919,1.5217,-0.6647,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.516,-1.4764,0.4018,-0.114,-1.6811,0.6448,-0.7124,0.0801,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.233,-0.262,-0.9955,-0.8377,0.3276,0.3914,0.777,1.9712,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.233,-1.2672,-1.4068,0.6097,0.1197,-0.6885,0.777,-1.5244,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.3274,-1.9391,0.1275,-0.114,1.5101,-0.3438,0.777,-1.199,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,-0.7101,0.5528,-1.2697,1.3334,0.1971,2.2521,0.0323,0.5577,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.233,0.7843,0.5258,1.3334,-0.457,-0.9729,0.0323,0.3197,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.233,-0.636,-0.5058,-0.8377,-0.047,1.0485,0.777,-1.5924,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.8044,-2.2314,0.1145,1.3334,0.07,-0.7666,0.0323,0.2015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,1.9307,-0.6038,0.0949,-1.5614,-1.7375,1.8381,-1.4572,-0.4461,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,0.4217,0.3937,0.6238,0.6097,2.6896,-0.5795,0.777,-0.8817,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-1.276,-1.5955,0.4409,0.6097,0.4767,-0.4248,0.0323,-1.1666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.6103,0.172,-1.002,-0.114,0.1635,0.1954,1.5217,-0.6356,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-1.0874,-0.0392,-0.4536,0.6097,0.5726,-0.1316,0.0323,0.0088,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
